transaction_id,fecha,anio,mes,nombre_mes,empresa,cliente_proveedor,categoria,subcategoria,tipo_movimiento,importe_limpio,moneda,canal_pago,estado,centro_coste,descripcion,referencia_externa,pais
TRX-100767,2024-09-04,2024,9,Septiembre,Cresta Partners SA,Consultoría Vizcaíno S.A.,Consultoría,Operaciones,Gasto,1379.28,USD,SEPA,Pagado,Operaciones,Estado pero control niños jorge cierto.,REF-70742,España
TRX-100768,2024-04-29,2024,4,Abril,Nordic Capital SA,Gerónimo Gutierrez Juliá S.L.L.,Impuestos,IVA,Ingreso,2764.96,EUR,Paypal,Cancelado,TI,Intereses francisco servicios ayuda cosas vía lucha partido construcción.,REF-12572,Francia
TRX-100769,2024-07-25,2024,7,Julio,Andes Investments SL,Tecnologías del Sur S.C.P,Otros,Varios,Gasto,4083.64,USD,Paypal,Pagado,Finanzas,Lenguaje figura existencia niños ve.,REF-23456,España
TRX-100770,2025-05-22,2025,5,Mayo,Iberia Finance SL,Talleres QHO S.A.,Impuestos,Retenciones,Gasto,4522.77,EUR,Paypal,Pagado,Dirección,Un nivel siquiera aparece quizá fue primeras imposible.,REF-90149,Italia
TRX-100771,2026-01-01,2026,1,Enero,Andes Investments SL,Sofía Sedano Lluch S.A.,Logística,Transporte,Ingreso,2269.34,EUR,SEPA,Pagado,Finanzas,Últimos ciencia jefe empresa santa niños.,REF-45107,Italia
TRX-100772,2024-04-29,2024,4,Abril,Andes Investments SL,Farmaceútica HIDX S.L.L.,Impuestos,Retenciones,Gasto,515.59,USD,Efectivo,Pagado,TI,Dar fecha nivel dinero profesional siquiera.,REF-12727,España
TRX-100773,2024-12-18,2024,12,Diciembre,Nordic Capital SA,Suarez y Escribano S.Coop.,Nómina,Bonos,Gasto,2309.45,EUR,SEPA,Rechazado,Operaciones,Características crisis quien sé club segunda francisco minutos era.,REF-88918,Francia
TRX-100774,2024-10-27,2024,10,Octubre,Grupo Meridian SA,Hotel Bárcena S.L.,Logística,Transporte,Gasto,3798.86,USD,Bizum,Pagado,Operaciones,Comenzó nuevos humano máximo pasó consecuencia allí revolución cuenta.,REF-71908,Portugal
TRX-100775,2024-07-31,2024,7,Julio,Cresta Partners SA,DESCONOCIDO,Consultoría,Operaciones,Gasto,3091.81,EUR,Bizum,Pagado,Comercial,Presidente u ahora serán teatro prueba carne.,REF-36146,España
TRX-100776,2026-03-23,2026,3,Marzo,Grupo Meridian SA,Campos y asociados S.Com.,Logística,Transporte,Gasto,4157.81,EUR,Tarjeta,Pagado,Finanzas,Cuya juan investigación permite ley médico principio varias mantener gobierno.,REF-57026,Italia
TRX-100777,2024-06-11,2024,6,Junio,Andes Investments SL,Familia Frutos S.A.,Suministros,Energía,Ingreso,5498.08,EUR,Transferencia,Pagado,Finanzas,Aparece total quién queda ese fin.,REF-90945,España
TRX-100778,2025-05-13,2025,5,Mayo,Atlantic Holdings SL,Goyo Galan Sáez S.Coop.,Financiación,Préstamos,Gasto,2865.69,EUR,Transferencia,Pendiente,RRHH,Secretario estudios hoy donde población zona mismo te.,REF-45060,Italia
TRX-100779,2025-11-16,2025,11,Noviembre,Cresta Partners SA,Construcción Carranza y asociados S.A.T.,Financiación,Comisiones,Ingreso,2449.41,EUR,Paypal,Pendiente,Finanzas,Televisión más informe junto técnica niños últimos tribunal pasado podría.,REF-23879,Portugal
TRX-100780,2026-04-23,2026,4,Abril,Andes Investments SL,Inversiones del Mediterráneo S.Coop.,Otros,Varios,Ingreso,1886.97,EUR,Bizum,Pagado,Comercial,Ve general aquellos asimismo ojos si orden hombres iba doctor.,REF-57400,España
TRX-100781,2025-03-28,2025,3,Marzo,Cresta Partners SA,Fábrica Murcia S.L.N.E,Marketing,Contenido,Gasto,1374.54,USD,Tarjeta,Pagado,Operaciones,Cambio ahora siguientes lópez enfermedad.,REF-28058,España
TRX-100782,2025-03-01,2025,3,Marzo,Nordic Capital SA,Hermanos Bejarano S.L.N.E,Nómina,Bonos,Ingreso,1159.01,USD,Paypal,Pagado,RRHH,Modelo muerto mucha posibilidad quien participación estado serie ley puesto.,REF-32447,España
TRX-100783,2026-02-11,2026,2,Febrero,Atlantic Holdings SL,Marcio Goñi Almazán S.L.N.E,Suministros,Energía,Gasto,2149.58,EUR,Tarjeta,Pagado,RRHH,Lejos local banco oro acto.,REF-65275,Portugal
TRX-100784,2025-02-27,2025,2,Febrero,Grupo Meridian SA,Hnos Azorin S.Com.,Consultoría,Finanzas,Gasto,5134.13,GBP,SEPA,Pendiente,Operaciones,Padres estudio actual hoy alto presenta noviembre fuerza.,REF-13901,España
TRX-100785,2026-04-05,2026,4,Abril,Iberia Finance SL,Manufacturas del Noroeste S.L.N.E,Ventas,Suscripción,Ingreso,78034.0,EUR,Paypal,Cancelado,Comercial,Sentido izquierda importante sean voluntad cuadro jóvenes.,REF-66894,España
TRX-100786,2025-10-18,2025,10,Octubre,Andes Investments SL,DESCONOCIDO,Ventas,Suscripción,Ingreso,2388.07,EUR,Bizum,Cancelado,Dirección,Media tú seguridad clase recuerdo términos.,REF-78128,Alemania
TRX-100787,2025-11-28,2025,11,Noviembre,Cresta Partners SA,Servicios Tejero S.L.,Impuestos,Retenciones,Gasto,8111.65,EUR,Efectivo,Pagado,Operaciones,Otro diversos aún ejército aspectos.,REF-79178,España
TRX-100788,2025-02-17,2025,2,Febrero,Cresta Partners SA,Supermercados Inteligentes S.L.N.E,Consultoría,Operaciones,Gasto,2231.09,EUR,SEPA,Pagado,RRHH,Luis resulta tenemos mujeres derecha jefe sólo busca ejército parecía.,REF-95463,España
TRX-100789,2025-02-18,2025,2,Febrero,Atlantic Holdings SL,Compañía Frutos & Asociados S.L.L.,Suministros,Energía,Ingreso,5751.8,EUR,SEPA,Pagado,Dirección,Realidad médico fuera policía cámara trabajo perdido derecha muestra miembros.,REF-26515,España
TRX-100790,2024-08-06,2024,8,Agosto,Andes Investments SL,Banca Privada ROE S.Com.,Financiación,Intereses,Ingreso,6411.68,EUR,SEPA,Pagado,Dirección,Todos salida campo es vista.,REF-30975,España
TRX-100791,2024-09-21,2024,9,Septiembre,Atlantic Holdings SL,Arsenio Gomez Fuster S.Com.,Financiación,Comisiones,Ingreso,3926.88,EUR,SEPA,Pagado,Finanzas,Apenas línea sobre serán pone debía texto éste técnica.,REF-58887,España
TRX-100792,2024-05-06,2024,5,Mayo,Cresta Partners SA,Fábrica Amorós y asociados S.L.,Financiación,Intereses,Ingreso,2138.62,GBP,Paypal,Pagado,Dirección,Principio población metros campaña vez hacer obras valores viene puso diversos.,REF-10683,España
TRX-100793,2025-08-18,2025,8,Agosto,Atlantic Holdings SL,Teobaldo Villena Juan S.A.,Nómina,Seguridad Social,Ingreso,2559.07,EUR,Bizum,Pendiente,Dirección,Niño flores mano primeras don acto hora términos.,REF-85073,España
TRX-100794,2026-01-25,2026,1,Enero,Iberia Finance SL,Manufacturas Prat & Asociados S.Coop.,Impuestos,Sociedades,Ingreso,3427.02,EUR,SEPA,Pagado,Operaciones,Siglo obra resulta sola por partir sur encontrar.,REF-69547,España
TRX-100795,2024-03-24,2024,3,Marzo,Iberia Finance SL,Supermercados Sevillano S.A.,Impuestos,Retenciones,Ingreso,1398.04,EUR,Tarjeta,Pagado,TI,Uso peor sigue exterior.,REF-20233,España
TRX-100796,2025-08-25,2025,8,Agosto,Atlantic Holdings SL,Soluciones Castellana S.Coop.,Financiación,Intereses,Gasto,248092.0,EUR,Bizum,Pagado,TI,Pueblo actividades seguridad parte fueron.,REF-74165,Portugal
TRX-100797,2024-05-27,2024,5,Mayo,Grupo Meridian SA,Infraestructuras Uría & Asociados S.A.T.,Impuestos,IVA,Ingreso,1704.36,EUR,Tarjeta,Cancelado,RRHH,Algunos secretario está presidente ser tiempos.,REF-79355,España
TRX-100798,2025-04-29,2025,4,Abril,Cresta Partners SA,Cruz Molins Arnaiz S.Coop.,Nómina,Bonos,Ingreso,4074.28,EUR,SEPA,Pagado,Finanzas,Así quería cinco problemas viene asociación m.,REF-88852,Francia
TRX-100799,2025-01-13,2025,1,Enero,Iberia Finance SL,Grupo Olmo S.A.,Servicios,Soporte,Gasto,5472.29,EUR,Transferencia,Pagado,Operaciones,Sector diez allí paso acción unidad diferentes dónde militares.,REF-49748,España
TRX-100800,2024-05-25,2024,5,Mayo,Iberia Finance SL,Banca Privada Morera S.Coop.,Ventas,Venta producto,Gasto,4439.42,USD,Efectivo,Rechazado,Comercial,Iba quién encima aquellos teoría parecía va era.,REF-33996,Francia
TRX-100801,2024-05-05,2024,5,Mayo,Iberia Finance SL,Banca Privada Camino S.Coop.,Logística,Transporte,Gasto,5035.2,USD,Paypal,Pagado,Operaciones,Diez práctica universidad salir palabras ejemplo s este.,REF-84155,España
TRX-100802,2025-05-01,2025,5,Mayo,Nordic Capital SA,Restauración Bermudez S.L.N.E,Suministros,Tecnología,Ingreso,2040.04,EUR,Paypal,Pendiente,Dirección,García somos origen corazón resultado casa sectores.,REF-68861,España
TRX-100803,2026-03-30,2026,3,Marzo,Grupo Meridian SA,DESCONOCIDO,Suministros,Oficina,Gasto,2620.41,EUR,Paypal,Pagado,Finanzas,Siglo encontrar luis unas sociedad materia tengo existe.,REF-97876,Italia
TRX-100804,2024-03-31,2024,3,Marzo,Cresta Partners SA,Industrias MTS S.Com.,Marketing,Contenido,Ingreso,2725.97,EUR,Bizum,Pendiente,Dirección,Otro tengo atención realidad llegado proceso llamado diversas particular.,REF-50481,España
TRX-100805,2025-07-26,2025,7,Julio,Nordic Capital SA,Soluciones Globales S.Coop.,Servicios,Asesoría,Ingreso,3919.13,GBP,SEPA,Pagado,Finanzas,Aquella unos fondo prensa todas central razones.,REF-84743,España
TRX-100806,2024-01-20,2024,1,Enero,Cresta Partners SA,Farmaceútica del Norte S.A.,Logística,Distribución,Ingreso,2182.21,USD,Tarjeta,Cancelado,Operaciones,Capital ideas espera futuro mundo zonas.,REF-36975,España
TRX-100807,2024-03-27,2024,3,Marzo,Grupo Meridian SA,Amador y Diaz S.L.U.,Otros,Ajustes,Gasto,4883.89,EUR,Paypal,Pendiente,Finanzas,Hijos varias obras libertad mientras ve.,REF-54558,España
TRX-100808,2025-06-24,2025,6,Junio,Grupo Meridian SA,Instalaciones Españolas S.Com.,Impuestos,IVA,Gasto,6325.08,EUR,Transferencia,Cancelado,RRHH,Principal francisco afirmó muy modelo igual consejo fondo.,REF-32040,España
TRX-100809,2026-02-25,2026,2,Febrero,Nordic Capital SA,Manu Ruano Mancebo S.L.,Consultoría,Finanzas,Ingreso,4018.46,EUR,Paypal,Pagado,Finanzas,Conocimiento participación izquierda mejores militar cómo.,REF-90540,Alemania
TRX-100810,2025-12-31,2025,12,Diciembre,Atlantic Holdings SL,DESCONOCIDO,Consultoría,Estrategia,Ingreso,2559.6,EUR,Efectivo,Pagado,Operaciones,Misma quedó problema lejos lado figura desde dólares crisis.,REF-43807,España
TRX-100811,2024-07-26,2024,7,Julio,Andes Investments SL,Machado y Moraleda S.Com.,Servicios,Soporte,Ingreso,1940.57,EUR,Paypal,Pagado,RRHH,Jamás también deseo contenido régimen salud.,REF-60469,Alemania
TRX-100812,2024-11-21,2024,11,Noviembre,Andes Investments SL,Logística Cabezas y asociados S.C.P,Marketing,Publicidad,Gasto,1706.65,EUR,Paypal,Pagado,Dirección,Podría efecto posible embargo visita carlos.,REF-40636,Italia
TRX-100813,2025-07-21,2025,7,Julio,Nordic Capital SA,Hotel OECA S.A.,Ventas,Venta servicio,Ingreso,886.7,EUR,Bizum,Pendiente,Operaciones,Rodríguez lenguaje televisión atrás a octubre sus ello pacientes civil.,REF-84481,España
TRX-100814,2025-05-27,2025,5,Mayo,Nordic Capital SA,Azahar Cases Santiago S.Com.,Servicios,Asesoría,Ingreso,2770.24,EUR,Tarjeta,Pendiente,RRHH,Vivir has algo voluntad figura.,REF-65542,Alemania
TRX-100815,2024-02-12,2024,2,Febrero,Grupo Meridian SA,Desarrollo MGS S.A.,Financiación,Intereses,Ingreso,2687.48,GBP,SEPA,Pagado,Comercial,Principales señor sociales muchas origen congreso fácil.,REF-10071,España
TRX-100816,2025-09-04,2025,9,Septiembre,Cresta Partners SA,Arenas y asociados S.A.,Logística,Almacenaje,Gasto,4737.45,EUR,Efectivo,Pendiente,Comercial,Algún consumo sur marco cuando económico los pues zona tipos.,REF-86697,Francia
TRX-100817,2024-06-14,2024,6,Junio,Atlantic Holdings SL,Infraestructuras del Sur S.A.,Marketing,Publicidad,Ingreso,2260.7,EUR,Bizum,Pagado,Comercial,Conocimiento tú dentro militares suficiente asociación.,REF-82938,Alemania
TRX-100818,2025-09-17,2025,9,Septiembre,Cresta Partners SA,Alimentación del Noroeste S.A.,Impuestos,IVA,Gasto,2852.49,GBP,Bizum,Pagado,Dirección,Mesa seguro ser crecimiento decía blanco tu empresa popular dan.,REF-69338,España
TRX-100819,2024-08-03,2024,8,Agosto,Andes Investments SL,Hotel Manzano y asociados S.Coop.,Suministros,Tecnología,Gasto,3599.6,EUR,Bizum,Pagado,Finanzas,Presencia persona cerca gran poco razones mitad unidos septiembre paso pocos.,REF-89794,España
TRX-100820,2024-06-26,2024,6,Junio,Andes Investments SL,Farmaceútica XIS S.Com.,Ventas,Suscripción,Gasto,3986.04,USD,Bizum,Pagado,TI,Lejos atención película valor demás tu.,REF-80533,España
TRX-100821,2024-02-01,2024,2,Febrero,Cresta Partners SA,Inmobiliaria Vera & Asociados S.L.N.E,Servicios,Asesoría,Gasto,4472.31,EUR,Paypal,Pendiente,Operaciones,Así psoe información algún niños arte última esfuerzo.,REF-60692,España
TRX-100822,2025-04-18,2025,4,Abril,Nordic Capital SA,Transportes Gilabert y asociados S.L.,Ventas,Venta producto,Gasto,3420.68,EUR,Tarjeta,Pendiente,Operaciones,Llegar dirección miguel aquí aún.,REF-99201,Italia
TRX-100823,2024-04-02,2024,4,Abril,Cresta Partners SA,Manufacturas FB S.L.,Suministros,Oficina,Gasto,1446.55,EUR,Paypal,Cancelado,Finanzas,Tanto ejército esfuerzo materia allá bastante juego tengo.,REF-46799,España
TRX-100824,2024-01-08,2024,1,Enero,Cresta Partners SA,Distribuciones del Mediterráneo S.L.L.,Otros,Varios,Ingreso,3813.52,EUR,Efectivo,Pagado,TI,Junto estas puerta barcelona allá relación con.,REF-32344,España
TRX-100825,2025-11-29,2025,11,Noviembre,Iberia Finance SL,Familia Valls S.Com.,Otros,Regularización,Ingreso,2172.17,EUR,Bizum,Pagado,Operaciones,Fue tú pero blanco crecimiento ya dejó aspectos calle.,REF-84698,Francia
TRX-100826,2026-03-12,2026,3,Marzo,Nordic Capital SA,Castro y Lerma S.L.L.,Financiación,Comisiones,Gasto,5597.79,USD,Transferencia,Cancelado,Dirección,Cada quedó fecha especial no.,REF-98832,España
TRX-100827,2025-07-27,2025,7,Julio,Iberia Finance SL,Construcción Posada S.A.,Marketing,Contenido,Gasto,3151.42,USD,Bizum,Pagado,Dirección,Intereses programas medios miedo manos etc menos septiembre fuentes sabe.,REF-16797,Francia
TRX-100828,2025-02-20,2025,2,Febrero,Iberia Finance SL,Buendía y Girón S.L.N.E,Suministros,Tecnología,Gasto,3525.17,EUR,Paypal,Pagado,RRHH,Dar verdad enfermedad sociales vista niveles principales marzo fecha quería.,REF-15697,Italia
TRX-100829,2024-10-11,2024,10,Octubre,Andes Investments SL,Jacobo Amat Puerta S.L.,Nómina,Sueldos,Gasto,9558.57,EUR,Transferencia,Pagado,Operaciones,Único contrario sangre luz costa hicieron sido embargo entrar.,REF-20722,Italia
TRX-100830,2024-08-19,2024,8,Agosto,Iberia Finance SL,Dorita Iborra Blanes S.A.,Ventas,Suscripción,Gasto,4510.65,USD,Tarjeta,Pagado,Operaciones,Aumento recursos fútbol humano puede figura demás carta período todo francia.,REF-18237,España
TRX-100831,2025-05-06,2025,5,Mayo,Iberia Finance SL,Adán y Ledesma S.L.,Servicios,Soporte,Gasto,3779.12,EUR,Bizum,Rechazado,Operaciones,Producto alguien primero encima varios sabía ésta puso flores esa.,REF-42394,España
TRX-100832,2024-02-25,2024,2,Febrero,Andes Investments SL,Suministros EGAB S.A.,Nómina,Bonos,Gasto,2896.7,EUR,Transferencia,Pendiente,RRHH,Alto r son espacio partido precio.,REF-67478,Portugal
TRX-100833,2024-05-07,2024,5,Mayo,Iberia Finance SL,Enrique Ripoll Pujol S.A.,Logística,Distribución,Ingreso,401737.0,USD,Paypal,Pagado,Dirección,Cultura cuanto material existen duda debido.,REF-18523,Portugal
TRX-100834,2024-02-26,2024,2,Febrero,Andes Investments SL,Daza & Asociados S.C.P,Ventas,Venta servicio,Gasto,2788.68,EUR,Transferencia,Pagado,Finanzas,Precio propios acción españoles mes fuera.,REF-83303,España
TRX-100835,2024-04-08,2024,4,Abril,Nordic Capital SA,Cerdá & Asociados S.Coop.,Impuestos,Retenciones,Gasto,1927.18,USD,Bizum,Pagado,TI,Del diferentes debe uno larga cosa he acciones pasar.,REF-60321,España
TRX-100836,2025-09-26,2025,9,Septiembre,Atlantic Holdings SL,Busquets & Asociados S.L.,Impuestos,Sociedades,Ingreso,6701.3,EUR,Bizum,Pendiente,TI,Luego ahí estudios ley pueda trabajar hora mejores dolor experiencia.,REF-77792,España
TRX-100837,2024-04-15,2024,4,Abril,Andes Investments SL,Promociones Quintana y asociados S.Coop.,Nómina,Sueldos,Ingreso,3804.19,EUR,SEPA,Pendiente,Comercial,Después cómo marcha problema ojos antes.,REF-85132,España
TRX-100838,2024-12-29,2024,12,Diciembre,Grupo Meridian SA,Murillo y Lluch S.L.N.E,Financiación,Intereses,Gasto,5498.22,EUR,Paypal,Pagado,Comercial,Existencia pronto ver nuestras destino ella precio algunos nunca temas sé.,REF-15776,España
TRX-100839,2025-03-22,2025,3,Marzo,Atlantic Holdings SL,Grupo Vidal S.L.L.,Marketing,Contenido,Gasto,2225.79,EUR,SEPA,Pendiente,Comercial,Partes señor calidad unos derechos sabe hubiera hacía cosa.,REF-71541,España
TRX-100840,2025-01-12,2025,1,Enero,Andes Investments SL,Bermudez & Asociados S.L.N.E,Suministros,Tecnología,Ingreso,2005.75,EUR,Bizum,Pagado,Comercial,Espera prueba derechos aire diciembre políticas mar.,REF-76467,Francia
TRX-100841,2025-03-08,2025,3,Marzo,Nordic Capital SA,Olivé y Enríquez S.A.,Financiación,Préstamos,Gasto,4295.38,GBP,Bizum,Rechazado,Finanzas,Ciencia cierta van espacio francisco junio toma tener.,REF-54767,España
TRX-100842,2025-12-09,2025,12,Diciembre,Andes Investments SL,Escamilla & Asociados S.A.,Logística,Distribución,Gasto,1883.83,EUR,SEPA,Pagado,Operaciones,Próximo y ministro dijo solo último distintas importantes.,REF-90753,España
TRX-100843,2024-04-17,2024,4,Abril,Iberia Finance SL,Hermanos Tejero S.Com.,Suministros,Oficina,Gasto,2457.49,EUR,Transferencia,Pagado,Dirección,Nosotros vez miguel sin formación aquellos importantes.,REF-40182,España
TRX-100844,2025-05-07,2025,5,Mayo,Cresta Partners SA,Amor Durán Sáenz S.L.,Nómina,Sueldos,Gasto,6857.21,EUR,Paypal,Pagado,Finanzas,Cuestión ser me vio casi estructura operación millones ambos solución.,REF-57555,España
TRX-100845,2025-07-22,2025,7,Julio,Nordic Capital SA,Hnos Barrios S.Com.,Suministros,Oficina,Ingreso,2510.41,EUR,Tarjeta,Pagado,Operaciones,Alguna industria bastante efectos luz boca revolución presenta embargo diversas.,REF-15754,Alemania
TRX-100846,2024-10-17,2024,10,Octubre,Nordic Capital SA,Villalonga & Asociados S.L.N.E,Nómina,Sueldos,Ingreso,1331.18,USD,Bizum,Pagado,RRHH,Diferentes existencia nos será pequeño entonces público grupo.,REF-42239,España
TRX-100847,2024-09-25,2024,9,Septiembre,Iberia Finance SL,Hermanos Fiol S.L.,Ventas,Venta producto,Ingreso,1039.43,USD,Tarjeta,Pagado,Finanzas,Grupo sean aumento el nosotros ahí aquella jóvenes.,REF-54352,Italia
TRX-100848,2024-09-02,2024,9,Septiembre,Atlantic Holdings SL,Talleres GE S.L.,Marketing,Eventos,Gasto,1234.58,EUR,SEPA,Cancelado,RRHH,Algún objetivo lo embargo las silencio.,REF-66848,Francia
TRX-100849,2024-05-27,2024,5,Mayo,Nordic Capital SA,Ceferino Huerta Mena S.L.L.,Servicios,Soporte,Ingreso,5656.44,EUR,Paypal,Pagado,Operaciones,Sean finalmente ministro interior unidos dar.,REF-88584,España
TRX-100850,2026-02-20,2026,2,Febrero,Andes Investments SL,Riba & Asociados S.L.L.,Nómina,Sueldos,Ingreso,2301.97,EUR,Tarjeta,Pagado,Finanzas,Juicio misma tierra ve nombre aire dejar.,REF-92504,Portugal
TRX-100851,2025-08-21,2025,8,Agosto,Nordic Capital SA,Zabala y asociados S.L.L.,Consultoría,Operaciones,Gasto,9409.95,EUR,Paypal,Pendiente,RRHH,Todo período hubiera pasar fuera precisamente.,REF-18503,España
TRX-100852,2026-02-08,2026,2,Febrero,Grupo Meridian SA,Malo & Asociados S.Com.,Impuestos,Sociedades,Gasto,6360.73,EUR,Tarjeta,Pagado,Operaciones,Seguir miedo siglo congreso fuera estados hombres distintas mundial.,REF-78875,España
TRX-100853,2024-10-01,2024,10,Octubre,Cresta Partners SA,Tecnologías Chaves S.Coop.,Logística,Almacenaje,Gasto,7654.82,USD,SEPA,Pagado,Comercial,Amor calle energía ya habrá pueda zonas los.,REF-38773,Italia
TRX-100854,2025-02-09,2025,2,Febrero,Atlantic Holdings SL,Talavera y Nadal S.Com.,Logística,Transporte,Ingreso,5098.25,EUR,Paypal,Pagado,Operaciones,Ciudad últimos sea queda llevar.,REF-43361,España
TRX-100855,2024-10-29,2024,10,Octubre,Andes Investments SL,Nydia Sastre Royo S.L.,Consultoría,Estrategia,Gasto,4183.97,EUR,SEPA,Pagado,RRHH,Período través policía orden viene cierto blanca marco serán.,REF-91412,España
TRX-100856,2025-03-18,2025,3,Marzo,Atlantic Holdings SL,Soluciones OXU S.A.,Logística,Almacenaje,Gasto,1965.62,EUR,Efectivo,Pagado,Finanzas,Aquí casos rey ve pública marzo jóvenes madrid medidas expresión.,REF-33536,España
TRX-100857,2024-03-18,2024,3,Marzo,Iberia Finance SL,Familia Mendoza S.L.,Marketing,Contenido,Gasto,3111.18,EUR,SEPA,Pagado,Dirección,Creación etc poder de entonces juicio.,REF-20244,Portugal
TRX-100858,2024-05-01,2024,5,Mayo,Atlantic Holdings SL,Inversiones Bernat & Asociados S.A.U,Nómina,Sueldos,Ingreso,4393.08,EUR,Tarjeta,Pagado,Dirección,Anterior éxito casi voy características en.,REF-53154,España
TRX-100859,2025-12-23,2025,12,Diciembre,Cresta Partners SA,Minería Cabo S.Coop.,Marketing,Publicidad,Ingreso,4944.45,EUR,Efectivo,Pagado,Operaciones,Ambiente esfuerzo existencia principios santa serán sido además.,REF-46942,Francia
TRX-100860,2026-04-21,2026,4,Abril,Grupo Meridian SA,Servicios Morillo S.L.N.E,Impuestos,Retenciones,Ingreso,1603.27,EUR,Tarjeta,Pendiente,Comercial,Rey banco esas grande blanca le considera nueva tu.,REF-39743,Portugal
TRX-100861,2024-08-27,2024,8,Agosto,Cresta Partners SA,Nieto & Asociados S.Coop.,Nómina,Bonos,Gasto,2811.97,EUR,Efectivo,Pendiente,Operaciones,Posibilidades siquiera hoy he bajo siendo buena tomar.,REF-34621,España
TRX-100862,2025-03-25,2025,3,Marzo,Andes Investments SL,Contreras y López S.Com.,Impuestos,IVA,Gasto,2984.02,EUR,Tarjeta,Pagado,Comercial,Entre curso libertad tenía acto período bueno eso radio.,REF-50051,Alemania
TRX-100863,2026-04-09,2026,4,Abril,Atlantic Holdings SL,Servicios IG S.Coop.,Ventas,Venta servicio,Gasto,2922.68,EUR,Paypal,Pagado,TI,Un tomar grande relaciones han medios médico mayor cuestión.,REF-80464,España
TRX-100864,2025-08-04,2025,8,Agosto,Nordic Capital SA,Ani Peralta Sáenz S.L.,Otros,Varios,Ingreso,1729.22,EUR,Efectivo,Pagado,RRHH,R estaba cual espacio peso comercio otros a siguientes cambios.,REF-89670,España
TRX-100865,2024-07-28,2024,7,Julio,Iberia Finance SL,Finanzas Villa y asociados S.Com.,Impuestos,Retenciones,Gasto,7213.23,EUR,Tarjeta,Pagado,Operaciones,Da casa aire méxico dicen radio través orden equipo.,REF-84647,Alemania
TRX-100866,2024-06-24,2024,6,Junio,Cresta Partners SA,Hermanos Escamilla S.Com.,Marketing,Publicidad,Ingreso,2762.38,EUR,Transferencia,Pendiente,RRHH,Para voz ayuda especialmente persona todo finalmente relación hace.,REF-74043,España
TRX-100867,2025-01-30,2025,1,Enero,Nordic Capital SA,Desarrollo HZUR S.Coop.,Nómina,Sueldos,Gasto,1801.35,EUR,Bizum,Pagado,TI,Unas tales g consecuencia pública edad otro policía algunos larga silencio.,REF-17530,España
TRX-100868,2024-11-30,2024,11,Noviembre,Grupo Meridian SA,Restauración YEWM S.Com.,Ventas,Venta producto,Gasto,7300.42,EUR,Transferencia,Pagado,TI,Tras sean valores médico.,REF-72685,Portugal
TRX-100869,2024-05-13,2024,5,Mayo,Atlantic Holdings SL,DESCONOCIDO,Impuestos,IVA,Ingreso,6363.7,EUR,Bizum,Pagado,Comercial,Ésta salida unas atrás puerta pronto humano anterior sean diferencia pueblo.,REF-89129,España
TRX-100870,2024-07-26,2024,7,Julio,Atlantic Holdings SL,Hnos Escudero S.L.,Marketing,Contenido,Gasto,3351.65,EUR,Tarjeta,Pagado,TI,Y agua mayo lucha hora llegó mantener.,REF-89278,Francia
TRX-100871,2025-08-05,2025,8,Agosto,Grupo Meridian SA,Caballero & Asociados S.A.T.,Financiación,Intereses,Gasto,1033.47,EUR,Transferencia,Pendiente,Operaciones,Nadie mesa fernando color visto europa unión encuentra.,REF-94711,Italia
TRX-100872,2025-12-18,2025,12,Diciembre,Grupo Meridian SA,Celestina Alberola Novoa S.Com.,Logística,Almacenaje,Gasto,2418.01,EUR,Tarjeta,Pagado,Comercial,Unidad política salida nuevas apenas embargo ex dio.,REF-90967,Portugal
TRX-100873,2025-11-05,2025,11,Noviembre,Cresta Partners SA,Transportes ZEMB S.Com.,Logística,Almacenaje,Ingreso,1174.95,EUR,Paypal,Pagado,Finanzas,Julio niño tal demasiado elementos garcía especial ideas.,REF-41417,Italia
TRX-100874,2025-10-05,2025,10,Octubre,Cresta Partners SA,Transportes Guitart y asociados S.L.N.E,Consultoría,Finanzas,Gasto,4029.58,USD,Bizum,Pendiente,Comercial,Interior siguientes ayer antonio bajo general.,REF-74682,España
TRX-100875,2025-01-12,2025,1,Enero,Iberia Finance SL,Farmaceútica Cuenca y asociados S.Coop.,Financiación,Préstamos,Ingreso,2327.55,EUR,Efectivo,Pagado,Comercial,D base favor respecto dios sino electoral estilo.,REF-43130,España
TRX-100876,2024-01-28,2024,1,Enero,Cresta Partners SA,Vallés y asociados S.A.T.,Ventas,Venta servicio,Ingreso,3072.1,EUR,Bizum,Pagado,Operaciones,Comunidad actividad mira personal carne nueva sería época.,REF-62342,Francia
TRX-100877,2024-01-11,2024,1,Enero,Iberia Finance SL,Simó & Asociados S.L.,Impuestos,IVA,Gasto,6982.66,EUR,Tarjeta,Pagado,Dirección,Vista resulta animales dirección ayuda.,REF-70849,España
TRX-100878,2025-07-15,2025,7,Julio,Cresta Partners SA,Desarrollo Española S.Coop.,Servicios,Soporte,Ingreso,2235.65,GBP,Tarjeta,Pagado,Operaciones,Deseo voz cuerpo apoyo mes tanto único miedo.,REF-31150,España
TRX-100879,2024-04-12,2024,4,Abril,Atlantic Holdings SL,Vidal y Ferrando S.L.L.,Ventas,Suscripción,Ingreso,3943.61,EUR,Bizum,Pagado,Finanzas,Edad participación estar mes viaje nuestro.,REF-98000,Portugal
